system,run_id,max_cpus,host_system,payload_size,iterations,workers,category,total_ops,throughput_ops_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,cpu_db_mean_perc,cpu_client_mean_perc,mem_db_mean_mib,mem_client_mean_mib,io_db_read_mib,io_db_write_mib,io_client_read_mib,io_client_write_mib,resource_samples
berkeleydb,2026-07-09-02-29-05,1,wsl,small,10000,8,update,80000,12820.873,0.5907955,0.094630495,0.41450608,0.70091337,0.0044489987,90.38234,0.0,98.44333333333333,0.0,178.71666666666667,0.0,0.0,0.0,43.0,6
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,1,delete,100000,130744.91,0.007648482,0.0055609997,0.010881999,0.018416101,0.00516,21.63981,0.0,81.16,0.0,52.27,0.0,0.0,0.0,0.0,1
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,1,insert,100000,128445.45,0.007785406,0.0050500003,0.020871,0.029729102,0.004359001,14.631608,0.0,91.63499999999999,0.0,64.875,0.0,0.0,0.0,67.0,2
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,1,read,100000,414985.0,0.002409726,0.0019130002,0.0045590005,0.0065929997,0.0016630001,0.456516,0.0,89.17,0.0,63.18,0.0,0.0,0.0,0.0,1
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,1,update,100000,172122.0,0.005809833,0.004759999,0.009509,0.01700301,0.004529,18.752449,0.0,84.68,0.0,73.33,0.0,0.0,0.0,0.0,1
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,2,delete,200000,28561.842,0.068973154,0.0297295,0.1235265,0.20298915,0.005251,136.62856,0.0,95.928,0.0,132.38,0.0,0.0,0.0,159.6400000000001,5
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,2,insert,200000,29559.777,0.06711154,0.030705001,0.125496,0.2150284,0.004679001,123.409966,0.0,93.998,0.0,96.452,0.0,0.0,0.0,190.0,5
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,2,read,200000,226424.06,0.008644735,0.0022250006,0.009448,0.06447531,0.0017329985,53.249817,0.0,99.87,0.0,126.8,0.0,0.0,0.0,0.0,1
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,2,update,200000,37757.734,0.052225456,0.018135998,0.102003,0.16886632,0.0047000013,92.33677,0.0,89.0025,0.0,117.73,0.0,0.0,0.0,157.0,4
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,4,delete,400000,16913.26,0.2344607,0.062383,0.32409108,0.5144005,0.0054809987,74.9903,0.0,101.11999999999999,0.0,237.41333333333333,0.0,0.0,0.0,450.55999999999995,15
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,4,insert,400000,14946.321,0.2632033,0.061963,0.35961306,0.6056226,0.0044590016,566.25916,0.0,98.4170588235294,0.0,173.4235294117647,0.0,0.0,0.13000000000000034,501.76,17
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,4,read,400000,108038.914,0.036586188,0.004218,0.053877,0.16683002,0.0018029987,75.46914,0.0,99.815,0.0,227.25,0.0,0.0,0.0,0.0,4
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,4,update,400000,20407.143,0.19292623,0.041001,0.25333205,0.39836007,0.0047689993,484.59607,0.0,96.38076923076923,0.0,232.19230769230768,0.0,0.0,0.0,327.67999999999984,13
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,8,delete,800000,9823.206,0.79824674,0.153233,0.5707781,1.0785034,0.005551001,90.25561,0.0,100.69021276595744,0.0,455.4255319148936,0.0,0.0,0.1299999999999999,1320.96,47
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,8,insert,800000,9812.814,0.80134743,0.14086899,0.6757612,1.9201163,0.0047290013,97.0573,0.0,100.4808888888889,0.0,326.58222222222224,0.0,0.0,0.0,1218.56,45
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,8,read,800000,48096.727,0.16050641,0.0075949994,0.13766375,0.29913813,0.0017639996,89.365166,0.0,100.77333333333333,0.0,436.6166666666666,0.0,0.0,0.1299999999999999,286.72000000000025,12
berkeleydb,2026-07-09-02-29-05,1,wsl,small,100000,8,update,800000,12420.704,0.62604135,0.1090765,0.407949,0.6773421,0.004719001,89.45919,0.0,100.23025641025642,0.0,453.25128205128203,0.0,0.0,0.0,727.04,39
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,1,delete,1000000,112903.82,0.008857096,0.005842001,0.015330999,0.03515,0.0052999984,36.644726,0.0,92.17857142857143,0.0,386.4142857142857,0.0,0.0,0.0,1064.96,7
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,1,insert,1000000,113354.945,0.008821848,0.005239999,0.023075,0.044488,0.0043389993,101.92304,0.0,89.84857142857143,0.0,322.07142857142856,0.0,0.0,0.0,1218.5600000000004,7
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,1,read,1000000,372321.38,0.0026858517,0.0020340013,0.0053099995,0.01250401,0.0018039991,0.224443,0.0,95.85666666666667,0.0,351.26666666666665,0.0,0.0,0.0,0.0,3
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,1,update,1000000,154003.28,0.006493368,0.0052100006,0.011251999,0.021612009,0.0048500006,29.444637,0.0,96.01666666666667,0.0,378.76666666666665,0.0,0.0,0.0,481.27999999999975,6
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,2,delete,2000000,24914.377,0.078714445,0.034568,0.168833,0.29877022,0.005500999,276.3666,0.0,99.93133333333333,0.0,1142.2378666666666,0.0,0.0,0.0,4403.200000000001,45
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,2,insert,2000000,26533.625,0.07482414,0.033436,0.154286,0.28375,0.004468999,90.37639,0.0,99.94,0.0,423.3,0.0,0.0,0.0,3799.040000000001,45
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,2,read,2000000,135627.38,0.014719254,0.002465,0.033326,0.15128504,0.001814,53.094765,0.0,99.57300000000001,0.0,708.5,0.0,0.0,0.0,102.39999999999964,10
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,2,update,2000000,28420.066,0.066262215,0.020501,0.140689,0.271567,0.00482,198.42052,0.0,99.6275,0.0,947.2777,0.0,0.0,0.0,4607.999999999998,40
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,4,delete,4000000,12721.185,0.31243992,0.082042,0.473766,0.8391741,0.0054810005,220.0619,0.0,100.45724550898204,0.0,1896.6503473053892,0.0,0.0,0.0,8806.400000000001,167
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,4,insert,4000000,13064.145,0.30210945,0.070480004,0.46735606,0.95409405,0.004619,3922.378,0.0,98.52240963855421,0.0,1242.6980240963856,0.0,0.0,0.0,11161.600000000002,166
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,4,read,4000000,41375.477,0.095613375,0.0046490002,0.258812,0.6362892,0.0017929997,77.4097,0.0,100.5823076923077,0.0,1407.665230769231,0.0,0.0,0.0,1945.5999999999985,52
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,4,update,4000000,13167.489,0.30137232,0.068516,0.48720807,1.1062043,0.004869,1114.7811,0.0,99.51115151515151,0.0,1880.889406060606,0.0,0.0,0.0,12185.599999999999,165
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,8,delete,8000000,6860.497,1.160132,0.217966,1.1575214,64.65771,0.0054109986,3063.8384,0.0,99.87396694214875,0.0,3210.8510148760333,0.0,0.0,2.5,34816.0,605
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,8,insert,8000000,8490.352,0.9382994,0.14169249,1.3571111,4.7189016,0.004358997,5032.437,0.0,99.71370221327967,0.0,2011.679935613682,0.0,0.0,2.47,30208.0,497
berkeleydb,2026-07-09-02-29-05,1,wsl,small,1000000,8,read,8000000,14751.391,0.5410455,0.015922,0.99723804,2.7542682,0.0019239996,1766.7302,0.0,100.71144927536233,0.0,2266.675942028986,0.0,0.0,13.04,15872.0,276
